BV号：BV1SmnKzTEwN
标题：BV1SmnKzTEwN
链接：https://www.bilibili.com/video/BV1SmnKzTEwN
识别语言：zh
语言置信度：1
分段数：456
生成时间：2026-08-29 22:52:32

[00:00:00 - 00:00:02] 大家好,我是为什么叫QQ
[00:17:44 - 00:17:47] 比如更高效的太阳能板,更轻的电池
[00:17:47 - 00:17:49] 还能提升新能源的效率
[00:17:49 - 00:17:53] 比如让风力发电机根据风向自动的调整角度
[00:17:53 - 00:17:58] 它说,未来十年,AI会成为解决气候变化的一个关键工具
[00:17:58 - 00:18:00] 它的贡献会远大于能耗
[00:18:00 - 00:18:04] 作为收尾,主持人让哈萨比斯描绘了一下十年后的事件
[00:18:04 - 00:18:07] 哈萨比斯说,AI领域的变化太快
[00:18:07 - 00:18:12] 能在十年内实现AGI,一定会开启科学和艺术的新黄金时代。
[00:18:12 - 00:18:20] 能源问题可能靠着巨变来解决,癌症可能依靠AI药物来治愈,普通人也能靠着AI来实现自己的创意。
[00:18:20 - 00:18:27] 他说,这就是他一直坚持做AI的原因,不是为了技术本身,而是为了让人类的生活变得更好。
[00:18:27 - 00:18:30] 好了,我们今天对这期专访的分享就到这里。
[00:18:30 - 00:18:36] 希望能通过提炼这些细节,让大家能够更加看清楚AGI的发展路径。
[00:18:36 - 00:18:38] 感謝收看本期視頻,我們下期再見!
