BV号：BV1brK1zCEeG
标题：BV1brK1zCEeG
链接：https://www.bilibili.com/video/BV1brK1zCEeG
识别语言：zh
语言置信度：1
分段数：605
生成时间：2026-08-30 01:40:11

[00:00:00 - 00:00:02] 大家好,我是为什么叫QQ
[00:17:52 - 00:17:54] 将迎刃而解
[00:17:54 - 00:17:55] 但是同时也意味着
[00:17:55 - 00:17:56] 所有智力劳动都可以
[00:17:56 - 00:17:58] 被算法替代
[00:17:58 - 00:17:59] 陶哲轩对此的观点
[00:17:59 - 00:18:00] 这些观点是谨慎的
[00:18:00 - 00:18:02] 虽然目前所有的证据都指向
[00:18:02 - 00:18:03] p不等于np
[00:18:03 - 00:18:06] 但是仍然缺乏数学工具来证明这一点
[00:18:06 - 00:18:08] 这就像是在量子力学中
[00:18:08 - 00:18:10] 我们虽然知道玻璃二向性的存在
[00:18:10 - 00:18:13] 却无法用经典的语言来完全描述它
[00:18:13 - 00:18:16] 它参与的算法复杂性与数学证明项目
[00:18:16 - 00:18:19] 正是试图通过分析定理证明的计算复杂度
[00:18:19 - 00:18:22] 来找到p与np之间的本质差异
[00:18:22 - 00:18:24] 比方说证明一个数学定理
[00:18:24 - 00:18:25] 可能需要指数级的尝试
[00:18:26 - 00:18:28] 而验证证明只需要多项式的时间
[00:18:28 - 00:18:31] 这种不对称性可能是自然界的基本规律
[00:18:31 - 00:18:33] 正如他在斯坦福大学的讲座中所说的
[00:18:33 - 00:18:35] 如果P等于NP
[00:18:35 - 00:18:37] 那么数学创造将失去意义
[00:18:37 - 00:18:40] 但是好在宇宙似乎更偏爱人类的创造里
[00:18:41 - 00:18:42] 在访谈中
[00:18:42 - 00:18:43] 陶哲轩与Freedmen
[00:18:43 - 00:18:46] 有几段关于数学家的精彩描述
[00:18:46 - 00:18:47] 让我们更加能够了解
[00:18:47 - 00:18:49] 他们神秘的生活和精神状态
[00:18:49 - 00:18:52] 首先是格里格里佩雷尔曼
[00:18:52 - 00:18:52] 2006年
[00:18:52 - 00:18:56] 当他拒绝了菲尔兹奖和克莱研究所的百万奖金
[00:18:56 - 00:18:59] 选择在圣彼得宝的森林中采集模固的时候
[00:18:59 - 00:19:01] 整个数学界未知震动
[00:19:01 - 00:19:02] 他对庞家来猜想的证明
[00:19:02 - 00:19:04] 浩时七年闭门研究
[00:19:04 - 00:19:06] 完全依赖传统的直比演算
[00:19:06 - 00:19:08] 甚至拒绝使用电子邮件
[00:19:08 - 00:19:10] 这种极端的孤独主义
[00:19:10 - 00:19:12] 与陶哲轩的开放协作形成了鲜明的对比
[00:19:12 - 00:19:15] 陶哲轩对佩雷尔曼的选择表示了理解
[00:19:15 - 00:19:16] 他说
[00:19:16 - 00:19:18] 每个数学家都有自己的认知节奏
[00:19:18 - 00:19:20] 佩雷尔曼就像是一个动学画家
[00:19:20 - 00:19:23] 需要完全沉浸在自己的思维世界中
[00:19:23 - 00:19:25] 才能够捕捉到四维空间的几何轮廓
[00:19:25 - 00:19:27] 而我更像是一个城市规划师
[00:19:27 - 00:19:30] 喜欢在不同的数学街区之间搭建桥梁
[00:19:30 - 00:19:33] 这种多样性恰恰是数学进步的动力
[00:19:33 - 00:19:36] 就好像有人负责遭开坚硬的理论延层
[00:19:36 - 00:19:39] 有人负责铺设联通的知识道路
[00:19:39 - 00:19:39] 其次呢
[00:19:39 - 00:19:42] 安德鲁华尔斯证明废马大定理的故事
[00:19:42 - 00:19:45] 也是现代数学史上最具有戏剧性的篇章
[00:19:45 - 00:19:47] 他在格楼中独自工作了七年
[00:19:47 - 00:19:50] 几乎耗尽了所有已知的数轮工具
[00:19:50 - 00:19:52] 最终在严责理论与模型式之间
[00:19:52 - 00:19:54] 建立了前所未有的联系
[00:19:54 - 00:19:57] 当陶哲轩在普林斯顿见到这位前辈的时候
[00:19:57 - 00:20:00] 注意到他的草稿纸上秘密麻麻的计算痕迹
[00:20:01 - 00:20:03] 那些被滑掉的公式重新开始的推倒
[00:20:03 - 00:20:06] 揭示了这项突破背后的艰辛
[00:20:06 - 00:20:07] 陶哲轩说
[00:20:07 - 00:20:08] 华尔斯的证明告诉我们
[00:20:08 - 00:20:10] 有些数学高峰
[00:20:10 - 00:20:12] 是需要一代人的专注才能够攀登的
[00:20:12 - 00:20:14] 但是现在的情况不同了
[00:20:14 - 00:20:16] 我们有了另这样的登山装备
[00:20:16 - 00:20:18] 有了全球协作的登山队
[00:20:18 - 00:20:20] 这并不是要否定个人英雄主义
[00:20:20 - 00:20:23] 而是要让更多的人能够参与到这场
[00:20:23 - 00:20:24] 永无止境的攀登中来
[00:20:24 - 00:20:27] 其实陶哲轩自己的研究风格
[00:20:27 - 00:20:29] 也深受多元背景的影响
[00:20:29 - 00:20:31] 他的父亲是儿科医生
[00:20:31 - 00:20:32] 母亲是物理教师
[00:20:32 - 00:20:34] 妻子是电器工程师
[00:20:34 - 00:20:36] 这种跨学科的家庭环境
[00:20:36 - 00:20:38] 让他自然地将不同领域的思维模型
[00:20:38 - 00:20:39] 相互地迁移
[00:20:39 - 00:20:40] 比方说
[00:20:40 - 00:20:42] 他从妻子设计的集成电路中获得灵感
[00:20:42 - 00:20:46] 在那为斯托克斯方程中构造能量隔离层
[00:20:46 - 00:20:48] 还从父亲诊断病人的过程中
[00:20:48 - 00:20:51] 学会了将复杂问题分解为可验证的自假设
[00:20:51 - 00:20:54] 在加州大学洛杉矶分校的办公室里
[00:20:54 - 00:20:56] 它的黑板上经常同时写着
[00:20:56 - 00:20:58] 偏为分方程和机器学习的公式
[00:20:58 - 00:21:00] 这种看似混乱的思维碰撞
[00:21:00 - 00:21:03] 实际上则是在刻意培养的认知流动性
[00:21:03 - 00:21:07] 正如它在跨界思维与数学创新一文中所说的
[00:21:07 - 00:21:09] 当我们用流体力学的眼光来看数论
[00:21:09 - 00:21:12] 用算法设计的思维来结几合
[00:21:12 - 00:21:14] 数学的边界就会向融化的冰淇淋
[00:21:14 - 00:21:16] 展现出全新的形态
[00:21:16 - 00:21:46] 在AI技术浪潮席卷全球的背景下,关于人类何去何从的讨论不决于二。陶志轩对此也有着自己深刻的思考。他首先强调,我们正在从个体英雄主义时代,不如一个更加依赖于集体智慧的时代。还以数学问答网站,Mass Overflow为例。这个线上社区常常能够对极其艰深的问题,给出惊人迅速而且高质量的解答。他评价到,当基础设施和文化环境都健康的时候,人类作为一个共同体,
[00:21:46 - 00:21:49] 所能够达到的智慧、成熟和理性
[00:21:49 - 00:21:51] 可以远超所有个体成员的总和
[00:21:51 - 00:21:53] 作为一个整体的数学界
[00:21:53 - 00:21:56] 它就是一个令人难以置信的超级智能实体
[00:21:56 - 00:21:58] 这种集体智慧的涌现
[00:21:58 - 00:22:02] 正是它对人类文明未来抱有希望的核心原因之一
[00:22:02 - 00:22:05] 这为我们思考未来的AI系统也提供了新的视角
[00:22:05 - 00:22:08] 强大的智能或许并不是体现在单一的
[00:22:08 - 00:22:10] 无所不能的超级AI上
[00:22:10 - 00:22:13] 而是在于由无数AI Agent和人类专家组成的
[00:22:13 - 00:22:14] 能够高效协作的
[00:22:14 - 00:22:17] 类似于风群一样的混合智能系统
[00:22:17 - 00:22:19] 面对这样一个充满了不确定性
[00:22:19 - 00:22:21] 与巨大机遇的未来
[00:22:21 - 00:22:23] 年轻人应该如何装备自己呢
[00:22:23 - 00:22:25] 陶哲轩给出了自己的建议
[00:22:25 - 00:22:28] 那就是专注在培养可千亿的核心技能上
[00:22:28 - 00:22:29] 他警告说
[00:22:29 - 00:22:33] 学习某一项特定的编程语言或者是数学分支
[00:22:33 - 00:22:36] 价值会随着工具的更新换代而衰减
[00:22:36 - 00:22:37] 真正很久不变的
[00:22:37 - 00:22:39] 而且在人机协作中不可替代的
[00:22:39 - 00:22:41] 是那些更根本的能力
[00:22:41 - 00:22:44] 比如说运用抽象概念进行推理的能力
[00:22:44 - 00:22:47] 以及在面对全新位置问题时的解决能力
[00:22:47 - 00:22:50] 这些更底层的能力是人类心智的基石
[00:22:50 - 00:22:53] 无论未来的AI工具变得多么强大
[00:22:53 - 00:22:56] 他们始终是驱动创新和解决复杂问题的核心
[00:22:56 - 00:22:59] 他还对标准化教育提出了批评
[00:22:59 - 00:23:03] 直言道 进化并没有直接赋予人类大脑一个所谓的数学中心
[00:23:03 - 00:23:06] 但是由于大脑的其他中书足够的精密
[00:23:06 - 00:23:10] 以至于不同的人可以调用大脑的不同区域来处理数学
[00:23:10 - 00:23:12] 比如说有些人偏好视觉化思维
[00:23:12 - 00:23:15] 有些人则偏好符号画和语言画思维
[00:23:15 - 00:23:17] 但是标准画的教育模式
[00:23:17 - 00:23:20] 可能会因为无法匹配个体的天生认知风格
[00:23:20 - 00:23:23] 而过早地扼杀掉许多人对于数学的兴趣
[00:23:23 - 00:23:25] 在采访的最后
[00:23:25 - 00:23:26] 当被问到
[00:23:26 - 00:23:29] 数学是人类的发明还是发现的时候
[00:23:29 - 00:23:31] 陶哲轩陷入了长时间的思考
[00:23:31 - 00:23:32] 最终回答到
[00:23:32 - 00:23:33] 他倾向于认为
[00:23:33 - 00:23:35] 数学真理是客观存在的
[00:23:35 - 00:23:38] 就像等待被发掘的古代文明
[00:23:38 - 00:23:41] 但是我们用来描述这些真理的语言和工具
[00:23:41 - 00:23:43] 无疑是人类的发明
[00:23:43 - 00:23:46] AI的出现让我们拥有了更强大的考古工具
[00:23:46 - 00:23:50] 但是挖掘的方向、解读的意义仍然掌握在人类的手中
[00:23:50 - 00:23:53] 这似乎也在呼应哥德尔布完备定理的启示
[00:23:53 - 00:23:57] 数学永远存在无法被现有体系证明的真理
[00:23:57 - 00:24:00] 而人类的使命就是不断扩展这个体系的边界
[00:24:00 - 00:24:02] 回到故事的起点
[00:24:02 - 00:24:05] 那个在澳大利亚地板上推演象亮场的少年
[00:24:05 - 00:24:07] 如今已经成为了数学宇宙的领行者
[00:24:07 - 00:24:09] 他的经历告诉我们
[00:24:09 - 00:24:12] 数学的魅力既在于离慢假设的深邃神秘
[00:24:12 - 00:24:14] 也在于挂骨问题的巧妙构造
[00:24:14 - 00:24:16] 既需要佩雷尔曼的孤独坚守
[00:24:16 - 00:24:19] 也需要Polomax项目的集体智慧
[00:24:19 - 00:24:23] 也许当陶哲轩在令中输入最后一行的验证代码
[00:24:23 - 00:24:26] 当Alpha Proof在屏幕上生成新的证明路径
[00:24:26 - 00:24:28] 我们不是见证人类的退场
[00:24:28 - 00:24:31] 而是目睹一场更伟大的时代拉开序幕
[00:24:31 - 00:24:32] 在这个时代
[00:24:32 - 00:24:35] 人类的智慧与算法的力量相互负能
[00:24:35 - 00:24:37] 共同来书写宇宙最深刻的奥秘
[00:24:37 - 00:24:40] 好了,以上就是陶哲轩这次访谈的主要内容了
[00:24:40 - 00:24:42] 建议大家有时间去看原视频
[00:24:42 - 00:24:44] 感谢收看本期节目,我们下期再见
